"LEA.Name","School.Code","School.Name","SBE.District","SPG.Grade","SPG.Score","Reading.SPG.Grade","Reading..SPG.Score","Math.SPG.Grade","Math.SPG.Score","EVAAS.Growth.Status","EVAAS.Growth.Score","Overall.Achievement.Score.99","Read.Score.99","Math.Score.99","Science.Score.99","Math.I.Score.99","English.II.Score.99","Biology.Score.99","The.ACT.Score.99","ACT.WorkKeys.Score.99","Math.Course.Rigor.Score.99","Cohort.Grad.Rate.Std.Score.99","State.Gap.Compared"
"Duplin County Schools","310352","James Kenan High","Southeast","D",52,"",NA,"",NA,"Met",72.5,47,NA,NA,NA,30,34,26,32,61,94,75,""
"Duplin County Schools","310356","Kenansville Elementary","Southeast","C",63,"C",59,"C",63,"Exceeded",94.3,55,52,55,66,NA,NA,NA,NA,NA,NA,NA,""
"Duplin County Schools","310360","North Duplin Elementary","Southeast","C",63,"C",62,"C",58,"Exceeded",90.7,56,54,52,82,NA,NA,NA,NA,NA,NA,NA,""
"Duplin County Schools","310364","North Duplin Jr Sr High","Southeast","D",54,"D",48,"F",39,"NotMet",56.1,54,44,35,76,38,59,54,58,73,72,88,""
"Duplin County Schools","310384","Rose Hill-Magnolia Elementary","Southeast","D",46,"D",40,"D",49,"Exceeded",88.6,35,28,40,42,NA,NA,NA,NA,NA,NA,NA,""
"Duplin County Schools","310388","Wallace Elementary","Southeast","D",49,"D",52,"D",50,"NotMet",67.7,44,46,44,35,NA,NA,NA,NA,NA,NA,NA,""
"Duplin County Schools","310392","Wallace-Rose Hill High","Southeast","C",55,"",NA,"",NA,"NotMet",63.9,53,NA,NA,NA,29,47,39,37,68,99,87,""
"Duplin County Schools","310396","Warsaw Middle","Southeast","D",42,"D",45,"F",34,"Exceeded",85,31,35,22,49,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320304","Bethesda Elementary","North Central","D",45,"D",42,"D",41,"Met",71.1,39,35,34,72,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320306","Brogden Middle","North Central","D",44,"D",43,"F",39,"Exceeded",87.1,33,34,26,51,99,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320308","Burton Elementary","North Central","D",52,"D",44,"D",51,"Exceeded",92.4,42,34,41,68,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320309","J D Clement Early College HS","North Central","A+NG",92,"",NA,"",NA,"Exceeded",96.4,90,NA,NA,NA,89,88,86,80,NA,99,99,"Y"
"Durham Public Schools","320310","Eastway Elementary","North Central","F",33,"F",32,"F",29,"Met",78.6,22,20,18,41,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320312","C E Jordan High","North Central","C",68,"",NA,"",NA,"Exceeded",89.1,63,NA,NA,NA,38,61,56,59,70,99,80,""
"Durham Public Schools","320313","Easley Elementary","North Central","C",64,"C",69,"C",58,"NotMet",68,63,67,57,71,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320314","The School for Creative Studies","North Central","C",55,"C",57,"D",52,"Met",79.8,48,51,43,49,28,69,68,NA,NA,NA,NA,""
"Durham Public Schools","320315","Eno Valley Elementary","North Central","F",37,"F",38,"F",35,"Met",72.3,28,26,27,36,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320316","George L Carrington Middle","North Central","D",52,"D",48,"D",48,"Exceeded",88.7,42,39,38,62,99,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320317","City of Medicine Academy","North Central","A+NG",85,"",NA,"",NA,"Exceeded",99.5,81,NA,NA,NA,71,78,72,77,79,99,99,"Y"
"Durham Public Schools","320318","Club Boulevard Elementary","North Central","D",53,"C",55,"D",51,"Met",80.4,46,49,42,46,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320319","Creekside Elementary","North Central","C",66,"C",63,"C",69,"Met",81.4,63,59,66,64,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320320","Glenn Elementary","North Central","F",39,"F",38,"F",35,"Met",76.4,29,26,29,41,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320322","Durham's Performance Learning Center","North Central","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320323","Durham School of the Arts","North Central","B",81,"B",72,"B",71,"Exceeded",100,77,69,65,87,71,85,76,79,93,93,99,""
"Durham Public Schools","320324","Hillandale Elementary","North Central","C",58,"C",62,"D",52,"Met",73.5,54,57,49,58,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320325","Hillside High","North Central","C",65,"",NA,"",NA,"Exceeded",88.5,60,NA,NA,NA,42,44,33,36,64,94,91,""
"Durham Public Schools","320327","Hope Valley Elementary","North Central","C",59,"C",56,"C",56,"Exceeded",90.5,51,49,47,67,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320328","Holt Elementary","North Central","D",53,"D",43,"D",54,"Exceeded",88.3,44,33,46,77,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320329","Holton Career and Resource Center","North Central","I",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320332","Forest View Elementary","North Central","C",69,"C",67,"C",69,"Exceeded",89.8,63,63,64,64,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320336","DPS Hospital School","North Central","F",0,"F",0,"F",0,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320338","James E Shepard Middle","North Central","D",43,"D",45,"F",35,"Met",71,36,36,27,61,99,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320339","Lakewood Elementary","North Central","F",38,"F",33,"D",42,"Met",74.1,30,23,33,40,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320340","Little River Elementary","North Central","C",65,"C",69,"C",62,"NotMet",59.7,66,67,63,72,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320341","Lakeview School","North Central","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320342","Lakewood Montessori Middle","North Central","C",68,"C",69,"C",60,"Exceeded",88.7,62,65,53,75,99,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320343","Lucas Middle","North Central","D",47,"D",53,"F",38,"NotMet",59.2,43,46,33,63,91,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320344","Fayetteville Street Elementary","North Central","D",43,"D",41,"D",44,"Met",81,33,31,35,36,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320346","Lowe's Grove Middle","North Central","F",34,"D",41,"F",25,"NotMet",58.5,28,33,17,39,70,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320347","George Watts Elementary","North Central","C",60,"C",61,"C",57,"Met",72.2,57,59,51,69,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320348","Mangum Elementary","North Central","B",73,"B",72,"B",74,"NotMet",68.9,74,71,76,81,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320352","Merrick-Moore Elementary","North Central","F",30,"F",32,"F",29,"NotMet",69.5,21,22,18,27,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320353","Middle College HS @ DTCC","North Central","A",86,"",NA,"",NA,"Exceeded",88.1,85,NA,NA,NA,NA,NA,54,70,50,99,99,"N"
"Durham Public Schools","320354","Morehead Montessori","North Central","C",69,"B",73,"C",66,"Met",81.7,65,70,63,59,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320355","Neal Middle","North Central","F",34,"F",37,"F",25,"NotMet",60.6,27,27,17,50,76,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320356","Northern High","North Central","C",57,"",NA,"",NA,"Met",80.6,52,NA,NA,NA,36,42,32,37,61,99,82,""
"Durham Public Schools","320360","Oak Grove Elementary","North Central","D",51,"D",43,"C",56,"Met",76,45,35,49,60,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320362","Parkwood Elementary","North Central","D",54,"D",47,"C",57,"Exceeded",91.9,45,37,48,60,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320363","E K Powe Elementary","North Central","D",49,"D",47,"D",48,"Met",74.9,42,40,42,52,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320364","Pearsontown Elementary","North Central","B",75,"B",72,"B",76,"Met",76.7,75,73,74,85,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320365","Riverside High","North Central","C",58,"",NA,"",NA,"NotMet",61.5,57,NA,NA,NA,35,50,37,47,92,93,85,""
"Durham Public Schools","320366","Sherwood Githens Middle","North Central","D",42,"D",46,"F",37,"NotMet",66,36,38,28,44,93,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320367","R N Harris Elementary","North Central","C",56,"D",53,"C",55,"Met",81.2,49,48,48,61,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320368","Southern School of Energy and Sustainabi","North Central","D",44,"",NA,"",NA,"NotMet",57.4,41,NA,NA,NA,27,25,19,17,33,94,84,""
"Durham Public Schools","320369","Sandy Ridge Elementary","North Central","D",43,"D",50,"F",39,"NotMet",59.3,38,43,35,34,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320370","Rogers-Herr Middle","North Central","C",67,"C",65,"C",61,"Exceeded",86.8,62,61,55,86,99,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320372","Southwest Elementary","North Central","D",51,"D",52,"D",47,"Met",78,44,45,40,53,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320374","C C Spaulding Elementary","North Central","F",38,"F",32,"F",34,"Met",81.2,28,23,22,59,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320376","Spring Valley Elementary","North Central","C",56,"D",54,"C",56,"Met",80,50,47,50,59,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320388","W G Pearson Elementary","North Central","F",33,"F",34,"F",35,"Met",74.2,23,23,24,22,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320400","Y E Smith Elementary","North Central","F",35,"F",30,"D",41,"Met",84.1,23,18,29,21,NA,NA,NA,NA,NA,NA,NA,""
"Durham Public Schools","320701","Hillside New Tech High","North Central","C",68,"",NA,"",NA,"Exceeded",90.4,62,NA,NA,NA,35,57,41,37,70,99,99,""
"Edgecombe County Public School","330304","G W Bulluck Elementary","North Central","C",57,"D",48,"C",62,"Exceeded",86.3,49,39,56,61,NA,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330308","G W Carver Elementary","North Central","D",54,"D",50,"C",55,"Exceeded",94.3,44,40,46,54,NA,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330312","Coker-Wimberly Elementary","North Central","F",39,"F",37,"F",38,"Met",84.1,27,27,25,36,NA,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330326","Edgecombe Early College High","North Central","A",92,"",NA,"",NA,"Exceeded",95.5,91,NA,NA,NA,83,94,94,79,NA,99,99,"N"
"Edgecombe County Public School","330328","North Edgecombe High","North Central","D",51,"",NA,"",NA,"Met",77.3,45,NA,NA,NA,17,25,25,15,58,71,83,""
"Edgecombe County Public School","330332","Phillips Middle","North Central","F",26,"F",26,"F",20,"NotMet",66,16,14,8,43,40,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330334","Princeville Elementary","North Central","F",33,"F",33,"F",37,"Met",74.3,23,22,27,18,NA,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330340","South Edgecombe Middle","North Central","D",51,"D",50,"D",44,"Exceeded",89.3,42,41,32,64,81,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330344","W A Pattillo Middle","North Central","F",36,"F",38,"F",29,"Exceeded",91.9,23,25,14,40,NA,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330348","West Edgecombe Middle","North Central","D",40,"D",42,"F",31,"NotMet",64.6,34,34,23,55,78,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330350","SouthWest Edgecombe High","North Central","C",56,"",NA,"",NA,"Met",82,49,NA,NA,NA,24,47,33,36,38,87,80,""
"Edgecombe County Public School","330354","Stocks Elementary","North Central","F",30,"F",29,"F",28,"NotMet",61,22,19,19,42,NA,NA,NA,NA,NA,NA,NA,""
"Edgecombe County Public School","330358","Tarboro High","North Central","C",55,"",NA,"",NA,"Met",83.9,48,NA,NA,NA,24,31,10,29,58,94,83,""
"Edgecombe County Public School","330360","Martin Millennium Academy","North Central","F",38,"F",36,"F",36,"Met",74.4,29,28,25,42,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340308","Ashley Academy","Piedmont-Triad","F",29,"F",31,"F",33,"NotMet",60.6,21,22,23,7,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340311","Atkins Academic & Tech High","Piedmont-Triad","A+NG",86,"",NA,"",NA,"Exceeded",93.1,84,NA,NA,NA,80,84,79,73,99,99,99,"Y"
"Forsyth County Schools","340314","Bolton Elementary","Piedmont-Triad","D",52,"D",48,"D",51,"Met",82.1,44,39,44,58,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340320","Brunson Elementary","Piedmont-Triad","B",70,"B",70,"B",71,"Met",70.5,70,70,70,71,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340326","Caleb's Creek Elementary","Piedmont-Triad","C",68,"C",68,"B",71,"Met",70.2,67,65,71,63,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340330","Carver High","Piedmont-Triad","D",44,"",NA,"",NA,"NotMet",67.9,38,NA,NA,NA,25,23,13,16,63,99,72,""
"Forsyth County Schools","340332","Career Center","Piedmont-Triad","I",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340334","Cash Elementary","Piedmont-Triad","C",69,"C",69,"C",60,"Exceeded",86.4,64,65,56,89,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340336","Carter High School","Piedmont-Triad","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340344","Childrens Center","Piedmont-Triad","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340348","Clemmons Elementary","Piedmont-Triad","B",81,"B",79,"B",78,"Met",81.3,81,77,81,93,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340350","Clemmons Middle School","Piedmont-Triad","C",63,"C",59,"C",56,"Exceeded",88.9,56,54,48,77,90,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340351","Cook Elementary","Piedmont-Triad","F",23,"F",24,"F",25,"Met",71.5,11,11,13,7,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340354","The Downtown School","Piedmont-Triad","B",83,"A",85,"B",80,"Met",80.1,84,86,80,89,99,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340362","Early College of Forsyth Co","Piedmont-Triad","A",95,"",NA,"",NA,"Exceeded",85.9,99,NA,NA,NA,99,99,92,99,NA,99,99,"N"
"Forsyth County Schools","340364","East Forsyth High","Piedmont-Triad","C",69,"",NA,"",NA,"NotMet",69.8,69,NA,NA,NA,49,58,46,64,80,99,94,""
"Forsyth County Schools","340366","East Forsyth Middle School","Piedmont-Triad","D",45,"D",46,"F",33,"Met",76.6,37,37,25,60,76,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340368","Easton Elementary School","Piedmont-Triad","F",29,"F",26,"F",32,"Met",74.3,18,15,19,23,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340372","Flat Rock Middle","Piedmont-Triad","D",43,"D",45,"F",32,"Met",84.3,32,34,21,54,86,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340376","Forest Park Elementary","Piedmont-Triad","D",40,"D",40,"D",42,"NotMet",64.9,34,30,38,35,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340380","Gibson Elementary","Piedmont-Triad","F",37,"F",38,"F",39,"Met",72.3,28,28,31,24,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340382","Robert B Glenn High School","Piedmont-Triad","D",54,"",NA,"",NA,"NotMet",52,54,NA,NA,NA,35,43,27,42,65,99,83,""
"Forsyth County Schools","340384","Griffith Elementary","Piedmont-Triad","D",44,"D",44,"D",46,"NotMet",59.5,41,37,43,44,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340385","Main Street Academy","Piedmont-Triad","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340390","Hall-Woodward Elementary","Piedmont-Triad","F",37,"F",38,"D",41,"NotMet",59.6,32,28,37,27,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340392","Hanes Middle School","Piedmont-Triad","C",69,"C",68,"C",66,"Met",74.9,68,67,62,79,89,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340398","Homebound/ Hospital Education","Piedmont-Triad","F",14,"F",14,"F",14,"",NA,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340400","Ibraham Elementary","Piedmont-Triad","D",51,"D",43,"C",55,"Met",83.7,43,34,48,58,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340403","Jefferson Elementary","Piedmont-Triad","A+NG",85,"B",83,"A",85,"Met",83.3,85,84,86,89,NA,NA,NA,NA,NA,NA,NA,"Y"
"Forsyth County Schools","340406","Thomas Jefferson Middle","Piedmont-Triad","B",76,"B",73,"B",71,"Met",81.5,74,72,68,87,99,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340416","Kernersville Elementary","Piedmont-Triad","C",60,"C",58,"C",60,"Exceeded",85.7,54,51,55,59,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340420","Kernersville Middle","Piedmont-Triad","C",59,"C",60,"D",53,"NotMet",59.7,58,57,51,74,80,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340424","Kimberley Park Elementary","Piedmont-Triad","F",31,"F",34,"F",33,"Met",81.1,18,22,20,1,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340426","Kimmel Farm Elementary","Piedmont-Triad","C",56,"C",58,"D",54,"Met",74.3,51,55,47,52,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340427","Kingswood School","Piedmont-Triad","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340428","Konnoak Elementary","Piedmont-Triad","F",39,"D",41,"F",39,"NotMet",66.2,33,31,35,31,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340430","Diggs-Latham Elementary","Piedmont-Triad","F",36,"F",38,"D",40,"NotMet",60.2,30,29,34,20,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340432","Lewisville Elementary","Piedmont-Triad","A+NG",85,"A",85,"A",85,"Met",75.7,87,85,90,88,NA,NA,NA,NA,NA,NA,NA,"Y"
"Forsyth County Schools","340436","Lowrance Middle","Piedmont-Triad","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340440","Meadowlark Elementary","Piedmont-Triad","A+NG",86,"B",82,"A",87,"Exceeded",92.6,85,82,85,91,NA,NA,NA,NA,NA,NA,NA,"Y"
"Forsyth County Schools","340442","Meadowlark Middle","Piedmont-Triad","B",74,"B",72,"C",64,"Met",76.7,73,74,62,93,99,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340446","Middle College of Forsyth Cnty","Piedmont-Triad","A",96,"",NA,"",NA,"",NA,99,NA,NA,NA,NA,NA,NA,91,NA,99,99,"N"
"Forsyth County Schools","340447","Middle Fork Elementary","Piedmont-Triad","F",33,"F",36,"F",29,"NotMet",54.6,27,30,23,33,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340448","Mineral Springs Elementary","Piedmont-Triad","C",60,"D",47,"C",67,"Exceeded",90.4,53,39,61,68,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340452","Mineral Springs Middle","Piedmont-Triad","F",34,"F",39,"F",24,"NotMet",55.2,29,30,17,52,67,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340453","Moore Magnet Elementary","Piedmont-Triad","C",55,"C",57,"C",56,"NotMet",59.8,53,53,55,51,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340454","Mount Tabor High School","Piedmont-Triad","B",72,"",NA,"",NA,"Met",81.9,70,NA,NA,NA,51,59,54,68,76,99,92,""
"Forsyth County Schools","340457","Frank Morgan Elementary","Piedmont-Triad","B",71,"C",69,"B",75,"Met",75.3,70,65,76,69,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340460","North Forsyth High","Piedmont-Triad","D",52,"",NA,"",NA,"NotMet",50.7,53,NA,NA,NA,31,39,26,34,67,99,84,""
"Forsyth County Schools","340462","North Hills Elementary","Piedmont-Triad","D",42,"D",44,"D",45,"Met",79,33,35,36,18,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340464","Northwest Middle","Piedmont-Triad","C",55,"D",52,"D",47,"Exceeded",93.6,45,43,35,68,90,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340472","Old Richmond Elementary","Piedmont-Triad","B",72,"B",75,"C",69,"Exceeded",85.6,69,71,67,68,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340476","Old Town Elementary","Piedmont-Triad","D",43,"D",40,"D",47,"NotMet",58.9,39,33,44,45,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340480","Paisley IB Magnet School","Piedmont-Triad","C",62,"C",63,"D",46,"Met",77.5,58,58,42,74,80,99,90,NA,NA,NA,NA,""
"Forsyth County Schools","340486","Parkland High","Piedmont-Triad","D",51,"",NA,"",NA,"NotMet",58.5,49,NA,NA,NA,25,33,21,34,72,94,83,""
"Forsyth County Schools","340488","J F Kennedy High","Piedmont-Triad","D",49,"F",37,"F",29,"Exceeded",90.9,38,25,16,55,35,29,53,13,41,99,80,""
"Forsyth County Schools","340490","Petree Elementary","Piedmont-Triad","D",41,"F",34,"D",43,"Exceeded",85.6,30,23,32,45,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340492","Philo-Hill Magnet Academy","Piedmont-Triad","F",26,"F",30,"F",20,"NotMet",57.4,18,19,11,30,57,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340494","Piney Grove Elementary","Piedmont-Triad","B",70,"C",69,"B",72,"Met",77.8,69,66,71,68,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340495","Ronald W Reagan High School","Piedmont-Triad","B",82,"",NA,"",NA,"Met",78.1,83,NA,NA,NA,74,76,67,83,88,99,95,""
"Forsyth County Schools","340496","R J Reynolds High","Piedmont-Triad","C",68,"",NA,"",NA,"NotMet",64.6,68,NA,NA,NA,54,62,52,66,63,92,87,""
"Forsyth County Schools","340504","Rural Hall Elementary","Piedmont-Triad","C",60,"C",57,"C",63,"Met",80,54,51,57,55,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340508","Sedge Garden Elementary","Piedmont-Triad","C",61,"C",61,"C",61,"Met",76.3,57,56,58,56,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340512","Sherwood Forest Elementary","Piedmont-Triad","B",83,"B",80,"A",86,"Met",78.4,84,81,86,89,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340514","Smith Farm Elementary","Piedmont-Triad","C",55,"C",58,"D",52,"NotMet",65.6,52,54,50,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340516","Southeast Middle","Piedmont-Triad","C",58,"C",57,"D",51,"Met",80.2,52,52,44,69,93,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340520","South Fork Elementary","Piedmont-Triad","D",44,"D",42,"D",44,"Met",73.9,36,36,34,44,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340528","Southwest Elementary","Piedmont-Triad","C",69,"B",70,"C",69,"NotMet",56.7,72,71,72,71,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340530","Speas Elementary","Piedmont-Triad","D",46,"D",44,"D",46,"Met",71.4,39,35,41,44,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340531","The Special Children's School","Piedmont-Triad","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340532","Union Cross Traditional Acad","Piedmont-Triad","C",55,"C",56,"D",52,"Met",79.7,49,51,46,55,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340536","Vienna Elementary","Piedmont-Triad","A+NG",85,"B",80,"B",84,"Met",72.5,85,83,84,90,NA,NA,NA,NA,NA,NA,NA,"Y"
"Forsyth County Schools","340540","Walkertown Elementary","Piedmont-Triad","C",56,"C",56,"C",62,"NotMet",60,55,54,59,46,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340542","Walkertown High","Piedmont-Triad","C",61,"",NA,"",NA,"NotMet",59.9,62,NA,NA,NA,52,52,37,56,72,95,86,""
"Forsyth County Schools","340544","Walkertown Middle","Piedmont-Triad","D",50,"D",52,"F",39,"Met",80.6,43,44,30,64,90,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340548","Ward Elementary","Piedmont-Triad","D",54,"D",52,"C",57,"NotMet",68.6,50,46,54,48,NA,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340556","West Forsyth High","Piedmont-Triad","A+NG",85,"",NA,"",NA,"Exceeded",100,81,NA,NA,NA,71,74,76,74,92,99,91,"Y"
"Forsyth County Schools","340560","Whitaker Elementary","Piedmont-Triad","A+NG",89,"A",88,"A",87,"Met",83.5,90,89,89,94,NA,NA,NA,NA,NA,NA,NA,"Y"
"Forsyth County Schools","340564","Wiley Middle","Piedmont-Triad","D",49,"D",48,"D",41,"NotMet",66.1,44,43,35,64,89,NA,NA,NA,NA,NA,NA,""
"Forsyth County Schools","340568","Winston-Salem Preparatory Acad","Piedmont-Triad","F",36,"F",26,"F",25,"NotMet",64,30,16,15,52,13,43,29,15,60,99,87,""
"Franklin County Schools","350304","Bunn Elementary","North Central","C",59,"C",57,"C",57,"Exceeded",85.4,53,51,49,68,NA,NA,NA,NA,NA,NA,NA,""
"Franklin County Schools","350308","Bunn High","North Central","C",66,"",NA,"",NA,"Met",80.5,62,NA,NA,NA,57,46,38,59,74,92,83,""
"Franklin County Schools","350310","Bunn Middle","North Central","D",51,"D",52,"D",42,"Met",73.4,46,49,32,71,79,NA,NA,NA,NA,NA,NA,""
"Franklin County Schools","350312","Cedar Creek Middle","North Central","C",55,"C",60,"D",44,"NotMet",57.8,54,57,40,76,80,NA,NA,NA,NA,NA,NA,""
"Franklin County Schools","350316","Edward Best Elementary","North Central","C",66,"C",64,"C",64,"Met",77.2,63,62,60,74,NA,NA,NA,NA,NA,NA,NA,""
"Franklin County Schools","350317","Franklin County Early College","North Central","B",73,"",NA,"",NA,"Met",79.6,71,NA,NA,NA,46,82,56,76,NA,99,90,""
"Franklin County Schools","350318","Franklinton Elementary","North Central","D",51,"D",46,"C",55,"Met",78.6,45,41,47,49,NA,NA,NA,NA,NA,NA,NA,""
